chr	start	end	strand	gene_id	gene_name	cell_cycle_low_confidence	cell_cycle_high_confidence	Campbell_2020_cell_cycle_phase	Spellman_1998_cell_cycle_phase	Lichtenberg_2004_cell_cycle_phase	chan_half_life_av	chan_half_life_rep1	chan_half_life_rep2	Ho_cluster	kubik_-1nucleosome	Luisa_annotation	RPB	DECAY	Histones	metzlraz_cor_SC	metzlraz_cor_Pi	metzlraz_cor_N	metzlraz_cor_genetic_perturbations	metzlraz_cor_environmental_perturbations	metzlraz_EG_SC	metzlraz_EG_genetic_pertubation	metzlraz_EG_enviromental_pertubation	miller_half_life	miller_synth_rate	neymotin_deg_rate	neymotin_half_life	neymotin_threhold	neymotin_abundance	neymotin_synth_rate	rhee_TATAbox_class	rhee_TAF_class	verifed_ORF
chrXIII	665783	667078	-	YMR201C	RAD14	NA	NA	NA	NA	NA	2.931604936	4.086582563	1.776627309	NA	stable		NA	NA	NA	0.048818686	0.027442485	0.005783839	0.1932455	0.16193554	-0.293017779	0.019890453	0.398679385	5.87	5.69	0.0926	8.1	1	1.586	0.147	TATA-less	TAF1-enriched	TRUE
chrXVI	512228	514292	-	YPL020C	ULP1	NA	NA	NA	NA	NA	2.931783681	2.01716737	3.846399992	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.118576432	0.200916329	0.175847885	7.61	17.81	0.105	7.1	1	3.335	0.35	NA	NA	TRUE
chrV	128303	128608	-	YEL014C	YEL014C	NA	NA	NA	NA	NA	2.931822447	3.148145727	2.715499167	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.082270703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXIII	58885	62358	-	YML104C	MDM1	NA	NA	NA	NA	NA	2.932192954	2.853706636	3.010679271	NA	stable	MDM1	NA	NA	NA	NA	NA	NA	NA	NA	-0.437707604	-0.056005458	-0.044842351	9.41	12.68	0.0706	10.9	1	2.194	0.155	TATA-less	TAF1-enriched	TRUE
chrX	486453	490898	-	YJR031C	GEA1	NA	NA	NA	NA	NA	2.932193068	2.375519842	3.488866294	NA	stable		NA	NA	NA	0.008498649	0.050673923	-0.005893426	-0.200498743	-0.085393472	0.279805399	-0.19685776	0.027811815	9.29	11.93	0.0802	9.5	1	2.266	0.182	NA	NA	TRUE
chrI	147594	151166	-	YAL001C	TFC3	NA	NA	NA	NA	NA	2.932933675	2.181523694	3.684343655	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.262668064	0.104730245	0.119353386	10.35	12.37	0.1017	7.3	1	2.577	0.262	NA	NA	TRUE
chrII	436951	441315	+	YBR097W	VPS15	NA	NA	NA	NA	NA	2.9331733	2.449885612	3.416460988	NA	stable		NA	NA	NA	0.255434019	0.143448319	0.142430669	0.750049114	0.526760928	0.57633633	-0.005895562	0.119935357	10.45	10.04	0.0757	10.1	1	2.011	0.152	TATA-less	TAF1-enriched	TRUE
chrVII	637692	639549	-	YGR077C	PEX8	NA	NA	NA	NA	NA	2.933205846	2.617900439	3.248511252	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.045626171	-0.084485474	7.64	13.54	0.0912	8.2	1	2.699	0.246	NA	NA	TRUE
chrII	105308	105688	+	YBL062W	YBL062W	NA	NA	NA	NA	NA	2.936637084	2.692204435	3.181069733	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.017063069	NA	NA	NA	0.0727	10.5	0	0.0342	0.002	NA	NA	NA
chrXIV	441302	441607	+	YNL097W-A	YNL097W-A	NA	NA	NA	NA	NA	2.937003342	4.709140921	1.164865762	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.083	9.1	0	0.4968	0.041	NA	NA	NA
chrIV	1339589	1340882	+	YDR439W	LRS4	NA	NA	NA	NA	NA	2.937420912	2.576886279	3.297955544	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.074891225	-0.143454863	4.69	12.61	0.098	7.6	1	1.536	0.151	TATA-less	TAF1-enriched	TRUE
chrV	221828	222652	+	YER034W	YER034W	NA	NA	NA	NA	NA	2.938008143	2.532826242	3.343190044	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	0.312837783	0.050721006	NA	2.36	26.28	0.1033	7.2	1	1.001	0.103	NA	NA	TRUE
chrIV	948183	950313	-	YDR243C	PRP28	NA	NA	NA	NA	NA	2.939504473	2.436711458	3.442297487	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.220393681	0.104965686	6.11	6.55	0.1085	6.8	1	0.87	0.094	TATA-less	TAF1-enriched	TRUE
chrVII	742260	745588	+	YGR125W	YGR125W	NA	NA	NA	NA	NA	2.940118905	2.180041532	3.700196277	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.110395879	0.072594684	NA	10.61	10.42	0.0901	8.3	1	2.786	0.251	TATA-less	TAF1-enriched	NA
chrVIII	419221	420072	-	YHR160C	PEX18	NA	NA	NA	NA	NA	2.942317849	3.826910165	2.057725532	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.324866635	1.404216834	NA	NA	0.0701	11	0	0.144	0.01	NA	NA	TRUE
chrVII	727960	729760	-	YGR119C	NUP57	NA	NA	NA	NA	NA	2.942861526	2.484601875	3.401121176	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.292070649	-0.034635132	0.015798898	10.08	26	0.0901	8.3	1	4.976	0.448	TATA-less	TAF1-enriched	TRUE
chrXV	111209	111922	-	YOL108C	INO4	NA	NA	NA	NA	NA	2.945313412	1.55106696	4.339559864	NA	stable		NA	NA	NA	0.258840702	0.132133642	0.258158159	0.856997109	0.522618044	0.016693188	-0.063074513	0.130148758	2.27	27.96	0.0686	11.2	1	2.261	0.155	TATA-less	TAF1-enriched	TRUE
chrXIV	695575	697626	+	YNR038W	DBP6	NA	NA	NA	NA	NA	2.948794444	3.059521408	2.83806748	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.49069602	-0.300927775	-0.198899853	10.55	28.08	0.098	7.6	1	3.089	0.303	TATA-less	TAF1-enriched	TRUE
chrX	405418	407389	+	YJL016W	YJL016W	NA	NA	NA	NA	NA	2.949169494	3.116128113	2.782210874	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	-0.200555941	0.452616575	0.273852901	8.54	16.55	0.0645	12	1	3.018	0.195	NA	NA	NA
chrXV	368127	370319	+	YOR019W	YOR019W	NA	NA	NA	NA	NA	2.950182418	2.673317776	3.227047059	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.555084761	0.175633588	NA	7.49	5.92	0.0812	9.3	0	1.165	0.095	NA	NA	TRUE
chrXIII	173125	174194	+	YML050W	AIM32	NA	NA	NA	NA	NA	2.950956906	2.692709805	3.209204007	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08121885	NA	5.4	2.71	0.0481	16.8	0	1.166	0.056	NA	NA	TRUE
chrIV	1104929	1105882	-	YDR319C	YDR319C	NA	NA	NA	NA	NA	2.952722808	2.790426857	3.115018759	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.334426805	0.24427733	0.064988241	6.56	11.05	0.0173	66.6	1	2.116	0.037	TATA-less	TAF1-enriched	NA
chrXI	210501	212499	+	YKL123W	YKL123W	NA	NA	NA	NA	NA	2.954533264	3.044868859	2.864197669	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.402866672	NA	NA	NA	0.0946	7.9	0	0.1152	0.011	NA	NA	NA
chrXVI	404918	406221	+	YPL081W	RPS9A	NA	NA	NA	NA	NA	2.956130257	3.033332926	2.878927587	RP cluster	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.799596543	-0.368828438	-0.511257549	17.18	46.66	0.0323	27.3	1	24.58	0.794	TATA-less	TAF1-enriched	TRUE
chrVIII	195421	197323	+	YHR045W	YHR045W	NA	NA	NA	NA	NA	2.958080579	2.672023789	3.244137369	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	1.234725948	-0.033590418	NA	13.7	21.35	0.0402	20.8	1	2.773	0.112	TATA-containing	TAF1-enriched	NA
chrXIII	275982	277314	+	YMR005W	TAF4	NA	NA	NA	NA	NA	2.95849588	2.856578339	3.060413421	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.467145923	-0.05011956	-0.071969984	12.35	35.33	0.0806	9.4	1	4.383	0.353	TATA-less	TAF1-enriched	TRUE
chrVII	394805	395845	-	YGL057C	GEP7	NA	NA	NA	NA	NA	2.960791171	1.911811359	4.009770982	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.028437713	NA	5.92	5.84	0.0424	19.5	1	1.023	0.043	TATA-less	TAF1-enriched	TRUE
chrIX	342840	343700	-	YIL007C	NAS2	NA	NA	NA	NA	NA	2.962738318	2.703991692	3.221484944	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.311847684	-0.209653881	0.058711407	5.39	11.8	0.0646	12	1	1.529	0.099	TATA-less	TAF1-enriched	TRUE
chrXIII	34098	37816	+	YML117W	NAB6	NA	NA	NA	NA	NA	2.963163451	2.583913778	3.342413123	NA	stable		NA	NA	NA	-0.044919944	-0.030101052	-0.024459426	-0.108722734	-0.065577696	-0.318896798	0.274429491	0.271574144	11.34	14.04	0.1008	7.4	1	5.12	0.516	TATA-less	TAF1-enriched	TRUE
chrXIII	718450	720697	-	YMR224C	MRE11	NA	NA	NA	NA	NA	2.96522646	3.338105305	2.592347614	NA	stable		NA	NA	NA	0.202015108	0.155736107	0.108625354	0.532809787	0.310283001	1.106757053	-0.079605588	0.12149521	6.73	6.57	0.1088	6.8	1	1.761	0.192	TATA-less	TAF1-enriched	TRUE
chrXV	646913	648540	-	YOR166C	SWT1	NA	NA	NA	NA	NA	2.966496138	2.934016493	2.998975783	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.122471461	-0.070331317	8.01	6.4	0.0581	13.5	1	3.108	0.181	TATA-less	TAF1-enriched	TRUE
chrXV	981649	984866	+	YOR346W	REV1	NA	NA	NA	NA	NA	2.967345326	2.301743063	3.632947589	NA	fragile		NA	NA	NA	0.021017036	0.022097364	-0.055447352	-0.146050628	-0.075921759	NA	-0.235270392	0.005288253	12.88	21.3	0.0879	8.6	1	3.88	0.341	TATA-less	TAF1-enriched	TRUE
chrXI	405097	407249	-	YKL017C	HCS1	NA	NA	NA	NA	NA	2.968476603	2.768917259	3.168035947	NA	stable		NA	NA	NA	0.010889322	0.007632955	-0.03246866	-0.293366916	-0.210208528	0.063631528	0.024021772	-0.01689509	7.67	6.92	0.0522	15.3	1	1.648	0.086	TATA-less	TAF1-enriched	TRUE
chrII	441496	443752	+	YBR098W	MMS4	NA	NA	NA	NA	NA	2.969216089	3.175146865	2.763285313	NA	stable		NA	NA	NA	0.134465024	0.090140111	0.113912638	0.507711849	0.348236791	NA	0.105319129	0.085084339	NA	NA	0.0916	8.2	1	0.654	0.06	NA	NA	TRUE
chrXII	302187	306866	+	YLR086W	SMC4	NA	NA	NA	NA	NA	2.970040338	3.122585388	2.817495287	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.055074744	0.152483528	9.49	10.67	0.1043	7.1	1	2.481	0.259	TATA-less	TAF1-enriched	TRUE
chrIV	1214910	1217616	-	YDR369C	XRS2	NA	NA	NA	NA	NA	2.973822328	2.842453319	3.105191336	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.230543599	0.039666258	NA	NA	0.0498	16.1	1	1.118	0.056	NA	NA	TRUE
chrXIII	739150	740031	+	YMR233W	TRI1	NA	NA	NA	NA	NA	2.974406884	2.127867328	3.82094644	NA	stable		NA	NA	NA	0.00961295	0.008163478	-0.005186256	0.223150795	0.076639444	NA	-0.299671522	0.029621431	4.81	16.13	0.076	10	1	1.841	0.14	TATA-less	TAF1-enriched	TRUE
chrXIV	227357	228935	+	YNL223W	ATG4	NA	NA	NA	NA	NA	2.979205027	2.131045994	3.82736406	NA	stable		NA	NA	NA	0.012573814000000001	8.6e-4	-0.007694547	0.034044432	-0.057730397	NA	0.327864732	0.481481731	NA	NA	0.0885	8.5	1	1.49	0.132	TATA-less	TAF1-enriched	TRUE
chrXIV	394652	397761	+	YNL123W	NMA111	NA	NA	NA	NA	NA	2.979592916	2.791184396	3.168001436	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.12761846	-0.053285913	-0.067743724	11.37	46.75	0.1061	7	1	8.115	0.861	TATA-less	TAF1-depleted	TRUE
chrVIII	151666	157452	+	YHR023W	MYO1	NA	NA	NA	NA	NA	2.97975307	2.625448554	3.334057585	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.7679177	0.047745602	0.237261056	9.31	15.37	0.1142	6.5	1	2.923	0.334	TATA-less	TAF1-enriched	TRUE
chrXIII	653960	654542	+	YMR195W	ICY1	NA	NA	NA	NA	NA	2.98009502	2.91795193	3.04223811	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-1.00673164	0.373433588	-0.018205345	3.87	46.73	0.061	12.8	1	18.7	1.141	TATA-containing	TAF1-depleted	TRUE
chrXV	81548	83041	-	YOL126C	MDH2	NA	NA	NA	NA	NA	2.980469349	2.021983349	3.938955349	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-1.043094151	0.072810428	0.571150162	3.16	76.84	0.0941	8	1	6.024	0.567	TATA-containing	TAF1-depleted	TRUE
chrIV	273564	274895	-	YDL104C	QRI7	NA	NA	NA	NA	NA	2.984356136	2.406902345	3.561809927	NA	stable		NA	NA	NA	0.085099232	0.092706358	0.077653156	0.232418535	0.174775108	0.052416819	1.63e-4	0.069537208	NA	NA	0.0822	9.2	1	1.676	0.138	TATA-less	TAF1-depleted	TRUE
chrXV	768337	770017	+	YOR229W	WTM2	NA	NA	NA	NA	NA	2.985291439	2.579377241	3.391205637	NA	fragile		NA	NA	NA	-0.01417765	5.41e-4	-0.059332204	-0.257628122	-0.139128999	0.009542892	-0.108973873	-0.042054923	12.05	5.8	0.0721	10.6	1	2.434	0.176	TATA-less	TAF1-enriched	TRUE
chrXI	47140	48085	+	YKL208W	CBT1	NA	NA	NA	NA	NA	2.992410196	2.258564432	3.726255959	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.157530161	0.028226967	NA	NA	0.0384	22	1	0.9492	0.036	TATA-containing	TAF1-enriched	TRUE
chrIV	36775	38345	+	YDL233W	YDL233W	NA	NA	NA	NA	NA	2.992530357	2.184846876	3.800213838	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.146445659	NA	16.35	5.81	0.0913	8.2	1	1.49	0.136	NA	NA	NA
chrIX	117922	122205	+	YIL126W	STH1	NA	NA	NA	NA	NA	2.992610221	3.055280873	2.929939568	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.107953022	-0.236224078	0.214298422	13.84	21.85	0.0973	7.7	1	5.431	0.529	TATA-less	TAF1-enriched	TRUE
chrXII	495371	498080	-	YLR166C	SEC10	NA	NA	NA	NA	NA	2.99335126	2.849246507	3.137456013	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.308762798	0.070757693	0.202775216	11.49	10.28	0.0406	20.6	1	3.034	0.123	TATA-less	TAF1-enriched	TRUE
chrXI	420064	421233	-	YKL011C	CCE1	NA	NA	NA	NA	NA	2.993510135	3.700870544	2.286149725	NA	stable		NA	NA	NA	0.17446891	0.105990423	0.220145225	0.710698143	0.418055911	NA	-0.067737179	-0.082731906	6.64	6.09	0.0591	13.3	1	2.062	0.122	NA	NA	TRUE
chrIV	1382211	1383539	-	YDR459C	PFA5	NA	NA	NA	NA	NA	2.993548961	3.429084636	2.558013285	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.138061897	0.002243497	-0.098079201	6.25	17.3	0.0596	13.1	1	1.728	0.103	TATA-less	TAF1-enriched	TRUE
chrXVI	682828	684369	-	YPR068C	HOS1	NA	NA	NA	NA	NA	2.99387604	2.676468107	3.311283972	NA	stable		NA	NA	NA	0.001386109	-4.14E-04	0.002696222	0.001284242	-0.052631803	NA	-0.025921851	0.142526515	6.24	4.7	0.0663	11.7	1	1.191	0.079	NA	NA	TRUE
chrXV	474593	476958	+	YOR080W	DIA2	NA	NA	NA	NA	NA	2.994434705	2.623337604	3.365531805	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.362356692	-9.87E-04	0.136022597	6.81	6.9	0.055	14.4	1	2.312	0.127	NA	NA	TRUE
chrXV	74148	77339	+	YOL130W	ALR1	NA	NA	NA	NA	NA	2.995206409	2.726082997	3.264329821	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.077030828	-0.203988172	0.130936222	8.82	20.11	0.098	7.6	1	3.556	0.349	TATA-less	TAF1-enriched	TRUE
chrV	520958	522706	-	YER168C	CCA1	NA	NA	NA	NA	NA	2.995599413	3.096179976	2.895018849	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	0.268668551	-0.016887147	-0.053992407	11.36	13.44	0.0568	13.9	1	3.296	0.187	TATA-less	TAF1-enriched	TRUE
chrXII	627093	628267	+	YLR246W	ERF2	NA	NA	NA	NA	NA	2.996711235	2.210708635	3.782713834	NA	stable		NA	NA	NA	0.031108679	-0.021772023	0.092908577	0.368249744	0.26705231	NA	0.315033321	0.024806097	6.78	9.94	0.0841	9	1	1.401	0.118	NA	NA	TRUE
chrVIII	345808	349426	+	YHR119W	SET1	NA	NA	NA	NA	NA	2.997100204	2.967842019	3.026358389	NA	stable		NA	NA	NA	0.227634254	0.158283636	0.209420145	0.327831292	0.236220069	0.048881527	-0.166003508	0.112321369	8.01	12.59	0.0981	7.6	1	3.022	0.297	TATA-less	TAF1-depleted	TRUE
chrXII	784733	786289	+	YLR328W	NMA1	NA	NA	NA	NA	NA	3.000549165	2.8604651740000002	3.140633155	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.060329206	-0.344464023	-0.153855853	10.94	18.17	0.0804	9.4	1	3.332	0.268	TATA-less	TAF1-depleted	TRUE
chrXV	605744	606338	+	YOR146W	YOR146W	NA	NA	NA	NA	NA	3.001907875	3.128451767	2.875363982	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.122891408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrXII	764773	766131	+	YLR315W	NKP2	NA	NA	NA	NA	NA	3.003460366	3.552997301	2.453923431	NA	NA		NA	NA	NA	-0.001643196	0.02847199	0.005647973	0.056218023	0.020891051	NA	0.034293006	-0.194559763	NA	NA	0.0649	12	1	0.45	0.029	TATA-less	TAF1-enriched	TRUE
chrX	47572	50085	-	YJL206C	YJL206C	NA	NA	NA	NA	NA	3.004300288	2.649158861	3.359441714	NA	NA		NA	NA	NA	0.110225172	0.11582998	0.036736675	-0.057476918	-0.102365484	NA	0.131754956	NA	NA	NA	0.0777	9.8	1	1.282	0.1	NA	NA	NA
chrXI	110337	112526	-	YKL179C	COY1	NA	NA	NA	NA	NA	3.005695555	2.947409163	3.063981947	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.108939474	-0.029624402	-0.031901124	9.33	27.11	0.1046	7.1	1	3.182	0.333	TATA-less	TAF1-enriched	TRUE
chrVI	69115	74427	-	YFL033C	RIM15	NA	NA	NA	NA	NA	3.00644278	3.019276552	2.993609008	NA	fragile		NA	NA	NA	0.009149022	0.023961965000000002	-0.042668446	-0.189202174	-0.198285071	NA	0.11308805	0.239614621	NA	NA	0.114	6.5	1	3.765	0.429	TATA-less	TAF1-enriched	TRUE
chrXIII	622120	623246	-	YMR180C	CTL1	NA	NA	NA	NA	NA	3.007365533	3.15079507	2.863935995	NA	NA		NA	NA	NA	-0.058516475	-0.038194079	-0.093518879	-0.073573533	-0.086497863	NA	0.409213825	0.38709892	6.93	12.45	0.0822	9.2	1	2.37	0.195	NA	NA	TRUE
chrXIII	855306	856823	-	YMR293C	HER2	NA	NA	NA	NA	NA	3.009530842	2.787636952	3.231424732	NA	stable		NA	NA	NA	0.094445927	0.064355719	-0.027432516	0.016205315	-0.142658612	NA	0.125483501	-0.145926475	7.24	7.48	0.026	36.3	1	1.287	0.033	NA	NA	TRUE
chrXV	141541	142599	-	YOL094C	RFC4	NA	NA	NA	NA	NA	3.009580447	2.388605604	3.630555289	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.033123669	-0.127687545	-0.214237498	7.61	20.02	0.0918	8.2	1	2.799	0.257	TATA-containing	TAF1-enriched	TRUE
chrXIV	471359	473146	+	YNL083W	SAL1	NA	NA	NA	NA	NA	3.010981852	2.645027688	3.376936016	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006681577	-0.063713699	8.46	5.43	0.0632	12.3	1	1.614	0.102	NA	NA	TRUE
chrIX	283029	284999	-	YIL037C	PRM2	NA	NA	NA	NA	NA	3.014954773	3.636754594	2.393154951	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.378053835	0.245720777	NA	NA	0.2202	3.2	0	0.984	0.217	NA	NA	TRUE
chrIII	107975	108928	+	YCL005W	LDB16	NA	NA	NA	NA	NA	3.0191362	2.796799259	3.24147314	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.248122072	-0.126969534	-0.238847603	6.21	13.78	0.0714	10.7	1	3.155	0.225	TATA-less	TAF1-enriched	TRUE
chrIV	1087549	1089128	+	YDR312W	SSF2	NA	NA	NA	NA	NA	3.02169493	2.454768465	3.588621395	PAC cluster	stable		NA	NA	NA	0.020353237	0.039896662	0.034045243	-0.033503183	0.018142324	0.544281753	-0.139268054	0.039729549	7.6	11.24	0.0684	11.3	1	2.359	0.161	TATA-less	TAF1-enriched	TRUE
chrV	198791	200974	+	YER022W	SRB4	NA	NA	NA	NA	NA	3.023697738	2.667482113	3.379913363	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.468352654	8.5e-4	-0.015158532	NA	NA	0.0533	14.9	1	1.82	0.097	TATA-less	TAF1-enriched	TRUE
chrXII	322265	323492	+	YLR091W	GEP5	NA	NA	NA	NA	NA	3.024287574	2.837978898	3.210596249	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.01414606	-0.262681462	NA	NA	NA	0.0861	8.8	1	1.038	0.089	TATA-containing	TAF1-enriched	TRUE
chrIV	485336	486547	-	YDR020C	DAS2	NA	NA	NA	NA	NA	3.024770667	2.623394308	3.426147026	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.3811623	NA	3.63	10.83	0.0707	10.9	1	1.594	0.113	TATA-less	TAF1-depleted	NA
chrXIII	835249	836946	-	YMR283C	RIT1	NA	NA	NA	NA	NA	3.025377967	2.134836383	3.91591955	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.188051055	-0.125965486	7.95	13.64	0.0737	10.4	1	1.11	0.082	NA	NA	TRUE
chrIII	35581	37733	+	YCL051W	LRE1	NA	NA	NA	NA	NA	3.028738649	1.726486363	4.330990935	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.648152316	0.073950867	-0.037315126	6.38	9.24	0.1398	5.2	1	3.362	0.47	TATA-less	TAF1-enriched	TRUE
chrII	7605	7733	-	YBL108C-A	PAU9	NA	NA	NA	NA	NA	3.028814237	3.343675314	2.713953159	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE
chrX	247255	251691	+	YJL095W	BCK1	NA	NA	NA	NA	NA	3.028964003	3.303398267	2.754529738	NA	stable		NA	NA	NA	0.036223686	0.068769833	-0.026562153	-0.328994209	-0.132086042	-0.491084949	-0.088159271	-0.098622467	9.19	8.09	0.1009	7.4	1	2.458	0.248	NA	NA	TRUE
chrXI	120290	122322	-	YKL174C	TPO5	NA	NA	NA	NA	NA	3.029084451	2.935792537	3.122376365	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.81687056	-8.10E-04	-0.068962185	9.05	7.94	0.0972	7.7	1	2.564	0.249	NA	NA	TRUE
chrXIII	486546	490328	+	YMR109W	MYO5	NA	NA	NA	NA	NA	3.031125526	2.837788863	3.224462189	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	-0.17265323	-0.07897028	0.017349269	NA	NA	0.0907	8.3	1	5.593	0.507	TATA-less	TAF1-enriched	TRUE
chrXVI	319167	320809	-	YPL122C	TFB2	NA	NA	NA	NA	NA	3.032996	2.180214662	3.885777337	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.47039637	-0.246195094	-0.06577361	15.25	10.69	0.0939	8	1	2.332	0.219	TATA-less	TAF1-enriched	TRUE
chrII	800477	802166	+	YBR297W	MAL33	NA	NA	NA	NA	NA	3.033307523	3.609272099	2.457342946	NA	stable		NA	NA	NA	0.014763703	0.010330207	-0.008551333	-0.115721827	-0.028411182	NA	0.59387496	-0.284952008	NA	NA	0.0509	15.8	0	3.884	0.198	TATA-less	TAF1-enriched	TRUE
chrXII	682579	683677	+	YLR271W	YLR271W	NA	NA	NA	NA	NA	3.035333806	2.438809827	3.631857785	NA	NA		NA	NA	NA	0.049555551	-0.010020588	0.091513576	0.300470238	0.1056702	NA	0.24696944	NA	NA	NA	0.0904	8.3	0	0.8478	0.077	NA	NA	NA
chrVII	383460	385163	+	YGL063W	PUS2	NA	NA	NA	NA	NA	3.037298192	2.292357361	3.782239023	NA	fragile		NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.017825299	0.240677605	NA	NA	0.0708	10.8	1	0.7878	0.056	TATA-less	TAF1-enriched	TRUE
chrVII	634239	635590	+	YGR072W	UPF3	NA	NA	NA	NA	NA	3.03892003	2.186696465	3.891143594	NA	stable		NA	NA	NA	0.069144513	0.037349325	-0.001279512	0.237055059	0.143832394	NA	-0.080334432	0.011458691	8.65	12.06	0.0913	8.2	1	4.216	0.385	TATA-less	TAF1-enriched	TRUE
chrXIII	784571	788942	-	YMR259C	YMR259C	NA	NA	NA	NA	NA	3.040088675	2.917971426	3.162205923	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.123353276	-0.295774221	NA	8.99	22.98	0.1251	5.9	1	3.493	0.437	TATA-less	TAF1-enriched	TRUE
chrXII	1025128	1026791	+	YLR446W	YLR446W	NA	NA	NA	NA	NA	3.041974745	2.194384294	3.889565196	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.178204394	NA	NA	NA	0.1046	7.1	1	0.375	0.039	NA	NA	NA
chrXII	494411	495266	-	YLR165C	PUS5	NA	NA	NA	NA	NA	3.04280311	3.717526426	2.368079794	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	NA	0.092909243	0.157463943	5.7	10.35	0.0222	45.3	1	1.755	0.039	TATA-less	TAF1-enriched	TRUE
chrXII	846029	847561	+	YLR360W	VPS38	NA	NA	NA	NA	NA	3.042835615	2.439679325	3.645991904	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	-0.27779353	-0.051539303	-0.019566439	8.3	7.46	0.0474	17.1	1	2.101	0.1	TATA-less	TAF1-enriched	TRUE
chrIV	1292274	1293139	-	YDR410C	STE14	NA	NA	NA	NA	NA	3.048137341	3.244284416	2.851990266	NA	stable		NA	NA	NA	0.094184378	0.025439958	0.072980628	-0.054633668	0.062035645	-0.063608307	0.049954612	-0.502752427	12.77	16.36	0.0604	13	1	4.985	0.301	TATA-containing	TAF1-enriched	TRUE
chrXV	106569	108267	+	YOL112W	MSB4	NA	NA	NA	NA	NA	3.051067647	2.231807638	3.870327656	NA	stable		NA	NA	NA	NA	NA	NA	NA	NA	0.316352719	0.273623294	0.209790993	7.55	9.31	0.0744	10.3	1	2.355	0.175	TATA-less	TAF1-depleted	TRUE
