,chr,start,end,acc,strand
4176,chrXII,393544,393994,YLR125W,+
4177,chrXII,394665,395115,YLR126C,-
4178,chrXII,395471,395921,YLR127C,-
4179,chrXII,399083,399533,YLR128W,+
4180,chrXII,402138,402588,YLR129W,+
4181,chrXII,402628,403078,YLR130C,-
4182,chrXII,404410,404860,YLR131C,-
4183,chrXII,407073,407523,YLR132C,-
4184,chrXII,409913,410363,YLR133W,+
4185,chrXII,412064,412514,YLR134W,+
4186,chrXII,415318,415768,YLR135W,+
4187,chrXII,415458,415908,YLR136C,-
4188,chrXII,417813,418263,YLR137W,+
4189,chrXII,421044,421494,YLR138W,+
4190,chrXII,421442,421892,YLR139C,-
4191,chrXII,423450,423900,YLR140W,+
4192,chrXII,424424,424874,YLR141W,+
4193,chrXII,426266,426716,YLR142W,+
4194,chrXII,429224,429674,YLR143W,+
4195,chrXII,429498,429948,YLR144C,-
4196,chrXII,432423,432873,YLR145W,+
4197,chrXII,432638,433088,YLR146C,-
4198,chrXII,433841,434291,YLR146W-A,+
4199,chrXII,434058,434508,YLR147C,-
4200,chrXII,437188,437638,YLR148W,+
4201,chrXII,437343,437793,YLR149C,-
4202,chrXII,440270,440720,YLR149C-A,-
4203,chrXII,441106,441556,YLR150W,+
4204,chrXII,441280,441730,YLR151C,-
4205,chrXII,442760,443210,YLR152C,-
4206,chrXII,445162,445612,YLR153C,-
4207,chrXII,447815,448265,YLR154C,-
4208,chrXII,452273,452723,YLR154W-A,+
4209,chrXII,454206,454656,YLR154W-B,+
4210,chrXII,454720,455170,YLR154W-C,+
4211,chrXII,455286,455736,YLR154W-E,+
4212,chrXII,455673,456123,YLR154W-F,+
4213,chrXII,462422,462872,YLR154C-G,-
4214,chrXII,468727,469177,YLR154C-H,-
4215,chrXII,469217,469667,YLR155C,-
4216,chrXII,472107,472557,YLR156W,+
4217,chrXII,472379,472829,YLR156C-A,-
4218,chrXII,472869,473319,YLR157C,-
4219,chrXII,475626,476076,YLR157W-D,+
4220,chrXII,481687,482137,YLR157W-E,+
4221,chrXII,481959,482409,YLR157C-C,-
4222,chrXII,482449,482899,YLR158C,-
4223,chrXII,485339,485789,YLR159W,+
4224,chrXII,485611,486061,YLR159C-A,-
4225,chrXII,486101,486551,YLR160C,-
4226,chrXII,489127,489577,YLR161W,+
4227,chrXII,489579,490029,YLR162W,+
4228,chrXII,490244,490694,YLR162W-A,+
4229,chrXII,491668,492118,YLR163C,-
4230,chrXII,492575,493025,YLR163W-A,+
4231,chrXII,494142,494592,YLR164W,+
4232,chrXII,494274,494724,YLR165C,-
4233,chrXII,495284,495734,YLR166C,-
4234,chrXII,499055,499505,YLR167W,+
4235,chrXII,499242,499692,YLR168C,-
4236,chrXII,500246,500696,YLR170C,-
4237,chrXII,500338,500788,YLR169W,+
4238,chrXII,500772,501222,YLR171W,+
4239,chrXII,501091,501541,YLR172C,-
4240,chrXII,503997,504447,YLR173W,+
4241,chrXII,505479,505929,YLR174W,+
4242,chrXII,507235,507685,YLR175W,+
4243,chrXII,507344,507794,YLR176C,-
4244,chrXII,512590,513040,YLR177W,+
4245,chrXII,513062,513512,YLR178C,-
4246,chrXII,513904,514354,YLR179C,-
4247,chrXII,516310,516760,YLR180W,+
4248,chrXII,516455,516905,YLR181C,-
4249,chrXII,520001,520451,YLR182W,+
4250,chrXII,520310,520760,YLR183C,-
4251,chrXII,522103,522553,YLR184W,+
4252,chrXII,523041,523491,YLR185W,+
4253,chrXII,524121,524571,YLR186W,+
4254,chrXII,527595,528045,YLR187W,+
4255,chrXII,530175,530625,YLR188W,+
4256,chrXII,530697,531147,YLR189C,-
4257,chrXII,536339,536789,YLR190W,+
4258,chrXII,538217,538667,YLR191W,+
4259,chrXII,538456,538906,YLR192C,-
4260,chrXII,539909,540359,YLR193C,-
4261,chrXII,540647,541097,YLR194C,-
4262,chrXII,541768,542218,YLR195C,-
4263,chrXII,545348,545798,YLR196W,+
4264,chrXII,547186,547636,YLR198C,-
4265,chrXII,547261,547711,YLR197W,+
4266,chrXII,547409,547859,YLR199C,-
4267,chrXII,549182,549632,YLR200W,+
4268,chrXII,549215,549665,YLR201C,-
4269,chrXII,550094,550544,YLR202C,-
4270,chrXII,550415,550865,YLR203C,-
4271,chrXII,552255,552705,YLR204W,+
4272,chrXII,552624,553074,YLR205C,-
4273,chrXII,556069,556519,YLR206W,+
4274,chrXII,558996,559446,YLR207W,+
4275,chrXII,560394,560844,YLR208W,+
4276,chrXII,560619,561069,YLR209C,-
4277,chrXII,563040,563490,YLR210W,+
4278,chrXII,563692,564142,YLR211C,-
4279,chrXII,564653,565103,YLR212C,-
4280,chrXII,566410,566860,YLR213C,-
4281,chrXII,570277,570727,YLR214W,+
4282,chrXII,570676,571126,YLR215C,-
4283,chrXII,571938,572388,YLR216C,-
4284,chrXII,572882,573332,YLR217W,+
4285,chrXII,573268,573718,YLR218C,-
4286,chrXII,575987,576437,YLR219W,+
4287,chrXII,577577,578027,YLR220W,+
4288,chrXII,578035,578485,YLR221C,-
4289,chrXII,579119,579569,YLR222C,-
4290,chrXII,581906,582356,YLR222C-A,-
4291,chrXII,582133,582583,YLR223C,-
4292,chrXII,587336,587786,YLR224W,+
4293,chrXII,587473,587923,YLR225C,-
4294,chrXII,590367,590817,YLR226W,+
4295,chrXII,590441,590891,YLR227C,-
4296,chrXII,599756,600206,YLR228C,-
4297,chrXII,604112,604562,YLR229C,-
4298,chrXII,604529,604979,YLR230W,+
4299,chrXII,605557,606007,YLR231C,-
4300,chrXII,606827,607277,YLR232W,+
4301,chrXII,607325,607775,YLR233C,-
4302,chrXII,611432,611882,YLR235C,-
4303,chrXII,611694,612144,YLR236C,-
4304,chrXII,611797,612247,YLR234W,+
4305,chrXII,613813,614263,YLR237W,+
4306,chrXII,615959,616409,YLR238W,+
4307,chrXII,616121,616571,YLR239C,-
4308,chrXII,619888,620338,YLR240W,+
4309,chrXII,622471,622921,YLR241W,+
4310,chrXII,622604,623054,YLR242C,-
4311,chrXII,624712,625162,YLR243W,+
4312,chrXII,624986,625436,YLR244C,-
4313,chrXII,626402,626852,YLR245C,-
4314,chrXII,627922,628372,YLR246W,+
4315,chrXII,628584,629034,YLR247C,-
4316,chrXII,635734,636184,YLR248W,+
4317,chrXII,639564,640014,YLR249W,+
4318,chrXII,640814,641264,YLR250W,+
4319,chrXII,641912,642362,YLR252W,+
4320,chrXII,641973,642423,YLR251W,+
4321,chrXII,643986,644436,YLR253W,+
4322,chrXII,644304,644754,YLR254C,-
4323,chrXII,645500,645950,YLR255C,-
4324,chrXII,650799,651249,YLR256W,+
4325,chrXII,659441,659891,YLR257W,+
4326,chrXII,662547,662997,YLR258W,+
4327,chrXII,662995,663445,YLR259C,-
4328,chrXII,667618,668068,YLR260W,+
4329,chrXII,667911,668361,YLR262C,-
4330,chrXII,668137,668587,YLR261C,-
4331,chrXII,669243,669693,YLR262C-A,-
4332,chrXII,672473,672923,YLR263W,+
4333,chrXII,673632,674082,YLR264W,+
4334,chrXII,673728,674178,YLR264C-A,-
4335,chrXII,674165,674615,YLR265C,-
4336,chrXII,675519,675969,YLR266C,-
4337,chrXII,679574,680024,YLR267W,+
4338,chrXII,680604,681054,YLR268W,+
4339,chrXII,680766,681216,YLR269C,-
4340,chrXII,682106,682556,YLR270W,+
4341,chrXII,683211,683661,YLR271W,+
4342,chrXII,683342,683792,YLR272C,-
4343,chrXII,688983,689433,YLR273C,-
4344,chrXII,693557,694007,YLR274W,+
4345,chrXII,694450,694900,YLR275W,+
4346,chrXII,694946,695396,YLR276C,-
4347,chrXII,696989,697439,YLR277C,-
4348,chrXII,699855,700305,YLR278C,-
4349,chrXII,704348,704798,YLR279W,+
4350,chrXII,704376,704826,YLR281C,-
4351,chrXII,704383,704833,YLR280C,-
4352,chrXII,704971,705421,YLR282C,-
4353,chrXII,705835,706285,YLR283W,+
4354,chrXII,706014,706464,YLR284C,-
4355,chrXII,707929,708379,YLR285W,+
4356,chrXII,708068,708518,YLR285C-A,-
4357,chrXII,708304,708754,YLR286C,-
4358,chrXII,708346,708796,YLR286W-A,+
4359,chrXII,710633,711083,YLR287C,-
4360,chrXII,712245,712695,YLR287C-A,-
4361,chrXII,713243,713693,YLR288C,-
4362,chrXII,716676,717126,YLR289W,+
4363,chrXII,716867,717317,YLR290C,-
4364,chrXII,718038,718488,YLR291C,-
4365,chrXII,719539,719989,YLR292C,-
4366,chrXII,720570,721020,YLR293C,-
4367,chrXII,721601,722051,YLR294C,-
4368,chrXII,721652,722102,YLR295C,-
4369,chrXII,722954,723404,YLR296W,+
4370,chrXII,724083,724533,YLR297W,+
4371,chrXII,724621,725071,YLR298C,-
4372,chrXII,727811,728261,YLR299C-A,-
4373,chrXII,727814,728264,YLR299W,+
4374,chrXII,729951,730401,YLR300W,+
4375,chrXII,731335,731785,YLR301W,+
4376,chrXII,732091,732541,YLR302C,-
4377,chrXII,733617,734067,YLR303W,+
4378,chrXII,734958,735408,YLR304C,-
4379,chrXII,737985,738435,YLR305C,-
4380,chrXII,744667,745117,YLR306W,+
4381,chrXII,746175,746625,YLR307W,+
4382,chrXII,746748,747198,YLR307C-A,-
4383,chrXII,748525,748975,YLR308W,+
4384,chrXII,748934,749384,YLR309C,-
4385,chrXII,752124,752574,YLR310C,-
4386,chrXII,757165,757615,YLR311C,-
4387,chrXII,757315,757765,YLR312C,-
4388,chrXII,760087,760537,YLR312W-A,+
4389,chrXII,760650,761100,YLR313C,-
4390,chrXII,762433,762883,YLR314C,-
4391,chrXII,764919,765369,YLR315W,+
4392,chrXII,765097,765547,YLR316C,-
4393,chrXII,765739,766189,YLR317W,+
4394,chrXII,768846,769296,YLR318W,+
4395,chrXII,769218,769668,YLR319C,-
4396,chrXII,775954,776404,YLR320W,+
4397,chrXII,776484,776934,YLR321C,-
4398,chrXII,777592,778042,YLR322W,+
4399,chrXII,778073,778523,YLR323C,-
4400,chrXII,780492,780942,YLR324W,+
4401,chrXII,780892,781342,YLR325C,-
4402,chrXII,782731,783181,YLR326W,+
4403,chrXII,782902,783352,YLR327C,-
4404,chrXII,785942,786392,YLR328W,+
4405,chrXII,786983,787433,YLR329W,+
4406,chrXII,789329,789779,YLR330W,+
4407,chrXII,790569,791019,YLR331C,-
4408,chrXII,791642,792092,YLR332W,+
4409,chrXII,795313,795763,YLR333C,-
4410,chrXII,796598,797048,YLR334C,-
4411,chrXII,799345,799795,YLR335W,+
4412,chrXII,799551,800001,YLR336C,-
4413,chrXII,802553,803003,YLR337C,-
4414,chrXII,804853,805303,YLR338W,+
4415,chrXII,805684,806134,YLR339C,-
4416,chrXII,806475,806925,YLR340W,+
4417,chrXII,808468,808918,YLR341W,+
4418,chrXII,815277,815727,YLR342W,+
4419,chrXII,815633,816083,YLR342W-A,+
4420,chrXII,817411,817861,YLR343W,+
4421,chrXII,819899,820349,YLR344W,+
4422,chrXII,821713,822163,YLR345W,+
4423,chrXII,822187,822637,YLR346C,-
4424,chrXII,823510,823960,YLR347C,-
4425,chrXII,824579,825029,YLR347W-A,+
4426,chrXII,826765,827215,YLR348C,-
4427,chrXII,827677,828127,YLR349W,+
4428,chrXII,829159,829609,YLR350W,+
4429,chrXII,829236,829686,YLR351C,-
4430,chrXII,833287,833737,YLR352W,+
4431,chrXII,835981,836431,YLR353W,+
4432,chrXII,836089,836539,YLR354C,-
4433,chrXII,837669,838119,YLR355C,-
4434,chrXII,840675,841125,YLR356W,+
4435,chrXII,843387,843837,YLR358C,-
4436,chrXII,843650,844100,YLR357W,+
4437,chrXII,845423,845873,YLR359W,+
4438,chrXII,846960,847410,YLR361C,-
4439,chrXII,847212,847662,YLR360W,+
4440,chrXII,849142,849592,YLR361C-A,-
4441,chrXII,851669,852119,YLR362W,+
4442,chrXII,851943,852393,YLR363C,-
4443,chrXII,853534,853984,YLR363W-A,+
4444,chrXII,854041,854491,YLR364W,+
4445,chrXII,855181,855631,YLR365W,+
4446,chrXII,855423,855873,YLR364C-A,-
4447,chrXII,855493,855943,YLR366W,+
4448,chrXII,857021,857471,YLR367W,+
4449,chrXII,859029,859479,YLR368W,+
4450,chrXII,861247,861697,YLR369W,+
4451,chrXII,861426,861876,YLR370C,-
4452,chrXII,866502,866952,YLR371W,+
4453,chrXII,868069,868519,YLR372W,+
4454,chrXII,868527,868977,YLR373C,-
4455,chrXII,871353,871803,YLR374C,-
4456,chrXII,872470,872920,YLR375W,+
4457,chrXII,872720,873170,YLR376C,-
4458,chrXII,873646,874096,YLR377C,-
4459,chrXII,875475,875925,YLR378C,-
4460,chrXII,876946,877396,YLR379W,+
4461,chrXII,879222,879672,YLR380W,+
4462,chrXII,881585,882035,YLR381W,+
4463,chrXII,881967,882417,YLR382C,-
4464,chrXII,888282,888732,YLR383W,+
4465,chrXII,888680,889130,YLR384C,-
4466,chrXII,892892,893342,YLR385C,-
4467,chrXII,896060,896510,YLR386W,+
4468,chrXII,896178,896628,YLR387C,-
4469,chrXII,898547,898997,YLR388W,+
4470,chrXII,899383,899833,YLR389C,-
4471,chrXII,903127,903577,YLR390W,+
4472,chrXII,904141,904591,YLR390W-A,+
4473,chrXII,904395,904845,YLR392C,-
4474,chrXII,907568,908018,YLR393W,+
4475,chrXII,909134,909584,YLR394W,+
4476,chrXII,909418,909868,YLR395C,-
4477,chrXII,910135,910585,YLR396C,-
4478,chrXII,912338,912788,YLR397C,-
4479,chrXII,914941,915391,YLR398C,-
4480,chrXII,919332,919782,YLR399C,-
4481,chrXII,920623,921073,YLR399W-A,+
4482,chrXII,922186,922636,YLR400W,+
4483,chrXII,922295,922745,YLR401C,-
4484,chrXII,924730,925180,YLR402W,+
4485,chrXII,927269,927719,YLR403W,+
4486,chrXII,929302,929752,YLR404W,+
4487,chrXII,930685,931135,YLR405W,+
4488,chrXII,930775,931225,YLR406C,-
4489,chrXII,932106,932556,YLR406C-A,-
4490,chrXII,933303,933753,YLR407W,+
4491,chrXII,933785,934235,YLR408C,-
4492,chrXII,934261,934711,YLR409C,-
4493,chrXII,940631,941081,YLR410W,+
4494,chrXII,947788,948238,YLR411W,+
4495,chrXII,948910,949360,YLR412W,+
4496,chrXII,950167,950617,YLR412C-A,-
4497,chrXII,952864,953314,YLR413W,+
4498,chrXII,953253,953703,YLR414C,-
4499,chrXII,954159,954609,YLR415C,-
4500,chrXII,954391,954841,YLR416C,-
4501,chrXII,956453,956903,YLR417W,+
4502,chrXII,956567,957017,YLR418C,-
4503,chrXII,962438,962888,YLR419W,+
4504,chrXII,964607,965057,YLR420W,+
4505,chrXII,964777,965227,YLR421C,-
4506,chrXII,971412,971862,YLR422W,+
4507,chrXII,971590,972040,YLR423C,-
4508,chrXII,975224,975674,YLR424W,+
4509,chrXII,986537,986987,YLR425W,+
4510,chrXII,987838,988288,YLR426W,+
4511,chrXII,990257,990707,YLR427W,+
4512,chrXII,990517,990967,YLR428C,-
4513,chrXII,992545,992995,YLR429W,+
4514,chrXII,999779,1000229,YLR430W,+
4515,chrXII,1000242,1000692,YLR431C,-
4516,chrXII,1003896,1004346,YLR432W,+
4517,chrXII,1003945,1004395,YLR433C,-
4518,chrXII,1005925,1006375,YLR434C,-
4519,chrXII,1006645,1007095,YLR435W,+
4520,chrXII,1007321,1007771,YLR436C,-
4521,chrXII,1011335,1011785,YLR437C,-
4522,chrXII,1012359,1012809,YLR437C-A,-
4523,chrXII,1013450,1013900,YLR438W,+
4524,chrXII,1013799,1014249,YLR438C-A,-
4525,chrXII,1015241,1015691,YLR439W,+
4526,chrXII,1015270,1015720,YLR440C,-
4527,chrXII,1017997,1018447,YLR441C,-
4528,chrXII,1019114,1019564,YLR442C,-
4529,chrXII,1023586,1024036,YLR444C,-
4530,chrXII,1023621,1024071,YLR443W,+
4531,chrXII,1024487,1024937,YLR445W,+
4532,chrXII,1026185,1026635,YLR446W,+
4533,chrXII,1026756,1027206,YLR447C,-
4534,chrXII,1029576,1030026,YLR448W,+
4535,chrXII,1031662,1032112,YLR449W,+
4536,chrXII,1035499,1035949,YLR450W,+
4537,chrXII,1038403,1038853,YLR451W,+
4538,chrXII,1038940,1039390,YLR452C,-
4539,chrXII,1041699,1042149,YLR453C,-
4540,chrXII,1051534,1051984,YLR454W,+
4541,chrXII,1054193,1054643,YLR455W,+
4542,chrXII,1055413,1055863,YLR456W,+
4543,chrXII,1055531,1055981,YLR457C,-
4544,chrXII,1056485,1056935,YLR458W,+
4545,chrXII,1058225,1058675,YLR459W,+
4546,chrXII,1059657,1060107,YLR460C,-
4547,chrXII,1062931,1063381,YLR461W,+
4548,chrXII,1066165,1066615,YLR463C,-
4549,chrXII,1066214,1066664,YLR462W,+
4550,chrXII,1066945,1067395,YLR465C,-
4551,chrXII,1067151,1067601,YLR464W,+
4552,chrXII,1070287,1070737,YLR466C-A,-
4553,chrXII,1070885,1071335,YLR466W,+
4554,chrXII,1071295,1071745,TEL12R-YP2,+
4555,chrXII,1071494,1071944,YLR466C-B,-
4556,chrXII,1076950,1077400,YLR467C-A,-
4557,chrXII,1077548,1077998,YLR467W,+
4558,chrXII,1077827,1078277,TEL12R-YP1,+
4559,chrXIII,1,402,TEL13L-YP,-
4560,chrXIII,361,811,YML133C,-
4561,chrXIII,959,1409,YML133W-B,+
4562,chrXIII,1835,2285,YML133W-A,+
4563,chrXIII,8113,8563,YML132W,+
4564,chrXIII,11183,11633,YML131W,+
4565,chrXIII,11383,11833,YML130C,-
4566,chrXIII,14209,14659,YML129C,-
4567,chrXIII,14851,15301,YML128C,-
4568,chrXIII,18459,18909,YML127W,+
4569,chrXIII,18960,19410,YML126C,-
4570,chrXIII,20578,21028,YML125C,-
4571,chrXIII,21948,22398,YML124C,-
4572,chrXIII,23804,24254,YML123C,-
4573,chrXIII,25938,26388,YML122C,-
4574,chrXIII,27663,28113,YML121W,+
4575,chrXIII,27808,28258,YML120C,-
4576,chrXIII,31397,31847,YML119W,+
4577,chrXIII,33501,33951,YML118W,+
4578,chrXIII,37424,37874,YML116W-A,+
4579,chrXIII,37562,38012,YML117W,+
4580,chrXIII,39607,40057,YML116W,+
4581,chrXIII,39837,40287,YML115C,-
4582,chrXIII,41874,42324,YML114C,-
4583,chrXIII,44589,45039,YML113W,+
4584,chrXIII,45692,46142,YML112W,+
4585,chrXIII,49639,50089,YML111W,+
4586,chrXIII,49752,50202,YML110C,-
4587,chrXIII,54202,54652,YML109W,+
4588,chrXIII,54962,55412,YML108W,+
4589,chrXIII,55135,55585,YML107C,-
4590,chrXIII,57254,57704,YML106W,+
4591,chrXIII,57501,57951,YML105C,-
4592,chrXIII,58783,59233,YML104C,-
4593,chrXIII,62375,62825,YML103C,-
4594,chrXIII,69309,69759,YML101C-A,-
4595,chrXIII,69406,69856,YML102W,+
4596,chrXIII,69561,70011,YML101C,-
4597,chrXIII,70207,70657,YML100W-A,+
4598,chrXIII,73570,74020,YML100W,+
4599,chrXIII,74151,74601,YML099C,-
4600,chrXIII,74208,74658,YML099W-A,+
4601,chrXIII,77579,78029,YML098W,+
4602,chrXIII,78149,78599,YML097C,-
4603,chrXIII,81139,81589,YML095C,-
4604,chrXIII,81259,81709,YML096W,+
4605,chrXIII,82119,82569,YML094C-A,-
4606,chrXIII,82596,83046,YML094W,+
4607,chrXIII,85547,85997,YML093W,+
4608,chrXIII,85785,86235,YML092C,-
4609,chrXIII,87023,87473,YML091C,-
4610,chrXIII,90780,91230,YML090W,+
4611,chrXIII,90941,91391,YML089C,-
4612,chrXIII,93891,94341,YML088W,+
4613,chrXIII,94331,94781,YML087C,-
4614,chrXIII,95691,96141,YML086C,-
4615,chrXIII,97764,98214,YML085C,-
4616,chrXIII,99447,99897,YML084W,+
4617,chrXIII,99694,100144,YML083C,-
4618,chrXIII,103616,104066,YML082W,+
4619,chrXIII,103785,104235,YML081C-A,-
4620,chrXIII,108255,108705,YML081W,+
4621,chrXIII,109727,110177,YML080W,+
4622,chrXIII,110555,111005,YML079W,+
4623,chrXIII,111353,111803,YML078W,+
4624,chrXIII,111994,112444,YML077W,+
4625,chrXIII,112177,112627,YML076C,-
4626,chrXIII,115487,115937,YML075C,-
4627,chrXIII,119989,120439,YML074C,-
4628,chrXIII,123127,123577,YML073C,-
4629,chrXIII,124630,125080,YML072C,-
4630,chrXIII,129602,130052,YML071C,-
4631,chrXIII,134879,135329,YML070W,+
4632,chrXIII,136882,137332,YML069W,+
4633,chrXIII,138686,139136,YML068W,+
4634,chrXIII,138924,139374,YML067C,-
4635,chrXIII,140324,140774,YML066C,-
4636,chrXIII,144733,145183,YML065W,+
4637,chrXIII,144845,145295,YML064C,-
4638,chrXIII,146916,147366,YML063W,+
4639,chrXIII,147328,147778,YML062C,-
4640,chrXIII,148763,149213,YML061C,-
4641,chrXIII,152713,153163,YML060W,+
4642,chrXIII,153027,153477,YML059C,-
4643,chrXIII,158751,159201,YML058W-A,+
4644,chrXIII,159631,160081,YML058W,+
4645,chrXIII,159923,160373,YML057C-A,-
4646,chrXIII,161754,162204,YML057W,+
4647,chrXIII,162004,162454,YML056C,-
4648,chrXIII,164976,165426,YML055W,+
4649,chrXIII,165433,165883,YML054C,-
4650,chrXIII,167523,167973,YML054C-A,-
4651,chrXIII,168854,169304,YML053C,-
4652,chrXIII,171040,171490,YML052W,+
4653,chrXIII,172654,173104,YML051W,+
4654,chrXIII,173724,174174,YML050W,+
4655,chrXIII,174120,174570,YML049C,-
4656,chrXIII,179483,179933,YML048W,+
4657,chrXIII,179594,180044,YML047C,-
4658,chrXIII,179908,180358,YML047W-A,+
4659,chrXIII,183013,183463,YML046W,+
4660,chrXIII,189966,190416,YML043C,-
4661,chrXIII,194566,195016,YML042W,+
4662,chrXIII,194723,195173,YML041C,-
4663,chrXIII,202651,203101,YML038C,-
4664,chrXIII,204286,204736,YML037C,-
4665,chrXIII,206113,206563,YML035C,-
4666,chrXIII,206191,206641,YML036W,+
4667,chrXIII,209328,209778,YML034C-A,-
4668,chrXIII,211805,212255,YML034W,+
4669,chrXIII,212339,212789,YML032C,-
4670,chrXIII,213986,214436,YML031C-A,-
4671,chrXIII,215886,216336,YML031W,+
4672,chrXIII,216564,217014,YML030W,+
4673,chrXIII,219528,219978,YML029W,+
4674,chrXIII,220489,220939,YML028W,+
4675,chrXIII,222574,223024,YML027W,+
4676,chrXIII,222657,223107,YML026C,-
4677,chrXIII,224198,224648,YML025C,-
4678,chrXIII,226564,227014,YML024W,+
4679,chrXIII,226894,227344,YML023C,-
4680,chrXIII,229465,229915,YML021C,-
4681,chrXIII,229475,229925,YML022W,+
4682,chrXIII,232793,233243,YML020W,+
4683,chrXIII,234105,234555,YML019W,+
4684,chrXIII,234668,235118,YML018C,-
4685,chrXIII,238877,239327,YML017W,+
4686,chrXIII,239358,239808,YML016C,-
4687,chrXIII,241889,242339,YML015C,-
4688,chrXIII,243813,244263,YML014W,+
4689,chrXIII,245437,245887,YML012C-A,-
4690,chrXIII,245553,246003,YML013W,+
4691,chrXIII,246529,246979,YML012W,+
4692,chrXIII,246628,247078,YML011C,-
4693,chrXIII,250561,251011,YML009W-B,+
4694,chrXIII,250575,251025,YML009C-A,-
4695,chrXIII,250790,251240,YML010W,+
4696,chrXIII,251057,251507,YML009C,-
4697,chrXIII,251649,252099,YML008C,-
4698,chrXIII,252954,253404,YML007C-A,-
4699,chrXIII,255669,256119,YML007W,+
4700,chrXIII,255992,256442,YML006C,-
4701,chrXIII,261299,261749,YML005W,+
4702,chrXIII,261431,261881,YML004C,-
4703,chrXIII,264005,264455,YML003W,+
4704,chrXIII,266404,266854,YML002W,+
4705,chrXIII,267518,267968,YML001W,+
4706,chrXIII,268720,269170,YMR001C,-
4707,chrXIII,271247,271697,YMR001C-A,-
4708,chrXIII,272602,273052,YMR002W,+
4709,chrXIII,273440,273890,YMR003W,+
4710,chrXIII,275345,275795,YMR004W,+
4711,chrXIII,276861,277311,YMR005W,+
4712,chrXIII,277361,277811,YMR006C,-
4713,chrXIII,279990,280440,YMR007W,+
4714,chrXIII,280174,280624,YMR008C,-
4715,chrXIII,284327,284777,YMR009W,+
4716,chrXIII,286104,286554,YMR010W,+
4717,chrXIII,289455,289905,YMR011W,+
4718,chrXIII,294617,295067,YMR012W,+
4719,chrXIII,294899,295349,YMR013C,-
4720,chrXIII,296371,296821,YMR013C-A,-
4721,chrXIII,298041,298491,YMR013W-A,+
4722,chrXIII,300077,300527,YMR014W,+
4723,chrXIII,300501,300951,YMR015C,-
4724,chrXIII,302998,303448,YMR016C,-
4725,chrXIII,308332,308782,YMR017W,+
4726,chrXIII,311402,311852,YMR018W,+
4727,chrXIII,314655,315105,YMR019W,+
4728,chrXIII,316553,317003,YMR020W,+
4729,chrXIII,316791,317241,YMR021C,-
4730,chrXIII,318971,319421,YMR022W,+
4731,chrXIII,319281,319731,YMR023C,-
4732,chrXIII,322840,323290,YMR024W,+
4733,chrXIII,323837,324287,YMR025W,+
4734,chrXIII,324136,324586,YMR026C,-
4735,chrXIII,326990,327440,YMR027W,+
4736,chrXIII,328280,328730,YMR028W,+
4737,chrXIII,328463,328913,YMR029C,-
4738,chrXIII,331573,332023,YMR030W,+
4739,chrXIII,332112,332562,YMR031C,-
4740,chrXIII,334685,335135,YMR031W-A,+
4741,chrXIII,336957,337407,YMR032W,+
4742,chrXIII,337253,337703,YMR030W-A,+
4743,chrXIII,339083,339533,YMR033W,+
4744,chrXIII,339318,339768,YMR034C,-
4745,chrXIII,341485,341935,YMR035W,+
4746,chrXIII,341650,342100,YMR036C,-
4747,chrXIII,344303,344753,YMR037C,-
4748,chrXIII,347284,347734,YMR038C,-
4749,chrXIII,348485,348935,YMR039C,-
4750,chrXIII,350513,350963,YMR040W,+
4751,chrXIII,350866,351316,YMR041C,-
4752,chrXIII,352786,353236,YMR042W,+
4753,chrXIII,354483,354933,YMR043W,+
4754,chrXIII,356635,357085,YMR044W,+
4755,chrXIII,362480,362930,YMR046W-A,+
4756,chrXIII,363202,363652,YMR047C,-
4757,chrXIII,367694,368144,YMR048W,+
4758,chrXIII,367931,368381,YMR049C,-
4759,chrXIII,379850,380300,YMR052W,+
4760,chrXIII,379969,380419,YMR052C-A,-
4761,chrXIII,380246,380696,YMR053C,-
4762,chrXIII,385625,386075,YMR054W,+
4763,chrXIII,385966,386416,YMR055C,-
4764,chrXIII,387089,387539,YMR056C,-
4765,chrXIII,388259,388709,YMR057C,-
4766,chrXIII,390529,390979,YMR058W,+
4767,chrXIII,391238,391688,YMR059W,+
4768,chrXIII,391407,391857,YMR060C,-
4769,chrXIII,394541,394991,YMR061W,+
4770,chrXIII,394868,395318,YMR062C,-
4771,chrXIII,397446,397896,YMR063W,+
4772,chrXIII,399223,399673,YMR064W,+
4773,chrXIII,400963,401413,YMR065W,+
4774,chrXIII,403969,404419,YMR066W,+
4775,chrXIII,404201,404651,YMR067C,-
4776,chrXIII,407324,407774,YMR068W,+
4777,chrXIII,408216,408666,YMR069W,+
4778,chrXIII,410276,410726,YMR070W,+
4779,chrXIII,410591,411041,YMR071C,-
4780,chrXIII,411908,412358,YMR072W,+
4781,chrXIII,411927,412377,YMR073C,-
4782,chrXIII,412936,413386,YMR074C,-
4783,chrXIII,415588,416038,YMR075C-A,-
4784,chrXIII,415800,416250,YMR075W,+
4785,chrXIII,415959,416409,YMR076C,-
4786,chrXIII,421328,421778,YMR077C,-
4787,chrXIII,422278,422728,YMR078C,-
4788,chrXIII,425861,426311,YMR079W,+
4789,chrXIII,426185,426635,YMR080C,-
4790,chrXIII,429901,430351,YMR081C,-
4791,chrXIII,431669,432119,YMR082C,-
4792,chrXIII,435661,436111,YMR083W,+
4793,chrXIII,437066,437516,YMR084W,+
4794,chrXIII,438555,439005,YMR085W,+
4795,chrXIII,441879,442329,YMR086W,+
4796,chrXIII,441926,442376,YMR086C-A,-
